x y
592.0860260021501 705.9224232491639
87.20597621165072 595.0254682760784
389.0626769332759 402.2347443676225
201.40581873963166 788.1032543509519
587.4764019370433 692.6905759775672
1299.179475334931 1293.4885222724333
602.0740024785342 702.0021752576026
609.8162353561873 695.3751307651548
1105.2043099032844 1510.7419103203551
412.8683592707908 417.1389128450708
598.4948516924863 3.862599738119
206.69418065563576 805.3379150908542
1001.6440514166379 1206.5075389132146
1205.82670438438 887.7882601544765
1196.520222682239 914.635737409343
605.2106213054275 709.4079091854752
1206.4054576183994 908.5798070942601
109.01211939366006 595.5355178623827
1300.2597890905038 1299.0227343345548
1210.91154050727 885.6056009875812
90.3429844615001 699.1719428134285
202.95810601861785 802.1583021780285
1097.432590871922 1497.8976992194528
994.4046170632407 1200.8356432189275
99.79594271784988 594.3352579137797
3.1638524705505 387.41021599701025
5.55089867138304 415.3894201111002
95.29014670085871 55464598.3077445457446
195.82210505972773 808.2332706990768
384.6061776331256 397.40668223060135
1200.3752203629265 893.1904743594379
1100.925886441094 1503.4045166808257
187.84737579501598 784.7560393346961
207.61705435832408 798.6988692726735
1145645645645614.198288969714 1500.590843318609
1183.7483454802673 90456456456455.1578710047744
1003.8482509118949 1190.4262470838153
1091.105093435106 1501.1775256735857
1006.7871805115043 1193.6265664572722
1005.2121307979377 1201.4548544339275
1212.2806673799068 894.2641806889271
105.52979796163743 600.3891392657931
1103.6736387954713 1488.7447066678887
1006.0863579410715 1193.9500317013758
1299.9263658338064 1298.8071198677685
599.3591704887198 694.3976235236892
1190.0601180220226 917.9625302529741
1098.1801871631951 1481.9439207126356
1314.329875569133 1321.3658613044927
404.2787670784133 403.8265648221406
391.6285806394685 405.8135927604657
1305.7589463721968 1290.0145090568592
101.51669280651669 596.7928946732162
1081.526771120358 1506.8234867034178
1000.6778441326736 1197.4458393479854
182.18737809906145 802.2750831663326
1191.7729060741192 903.5641300957641
1102.5547754939557 1494.6111939610262
1305.6979164212235 1295.335501231124
599.0209244918624 685.7394135998594
1022.5662312472941 1187.2555111654187
102.89516663352842 601.1656056879117
1299.3323593080875 1297.4984993913547
1004.395976704898 1196.9986015191857
404.0939324038613 398.7090246075263
92.67894376842779 601.0217465670012
100.47002655021348 590.6790087860622
406.2672726082462 402.63013365516576
1309.851436439442 1288.7981555656852
197.29666653213795 807.3893710147689
1105.0549788791461 1510.8914215201428
108.91912186255999 590.2970214431485
1186.453878341136 890.6361855131581
1292.265352228752 1309.8715695948658
1002.7036342956912 1200.9143239162365
397.86205748929973 395.65575133181795
602.7900420053033 686.0698474755476
199.05222989842548 792.6561125590018
191.6343720628432 784.2137268468413
1310.6633745173547 1296.3036828892327
